Time [s],46X [g],46 Y [g],46 Z [g],56X [g],56Y [g],56Z [g],57X [g],57Y [g],57Z [g],48X [g],48Y [g],48Z [g]
0.0031,-0.030153725,0.004391921,-0.008807974,-0.068073854,0.003832551,0.033143163,-0.085973799,0.012038699,-0.010028691,-0.006485338,-0.071112521,0.000292682
0.00315,-0.014153022,0.004572907,-0.008403773,-0.051065914,0.003832551,0.033143163,-0.069921933,-0.006053725,-0.010028691,-0.006485338,-0.071112521,0.000292682
0.0032,-0.046154428,0.004615137,-0.007794454,-0.051065914,0.003832551,0.033143163,-0.085973799,-0.006053725,0.00644081,-0.006485338,-0.071112521,0.016308108
0.00325,-0.11015724,0.004615137,-0.007637599,-0.051065914,0.003832551,0.033143163,-0.085973799,-0.006053725,0.00644081,-0.006485338,-0.071112521,0.016308108
0.0033,-0.12615795,0.004422085,-0.007860815,-0.051065914,0.003832551,0.033143163,-0.085973799,-0.006053725,0.00644081,-0.006485338,-0.071112521,0.016308108
0.00335,-0.11015724,0.004090278,-0.008108162,-0.068073854,0.003832551,0.049691785,-0.085973799,-0.006053725,0.00644081,-0.006485338,-0.071112521,0.000292682
0.0034,-0.062155131,0.004023917,-0.00822882,-0.068073854,0.003832551,0.049691785,-0.053870067,-0.006053725,0.00644081,-0.006485338,-0.071112521,0.000292682
0.00345,-0.062155131,0.00445225,-0.008192622,-0.051065914,0.003832551,0.016594542,-0.053870067,0.012038699,-0.010028691,-0.006485338,-0.071112521,0.000292682
0.0035,-0.094156541,0.00517016,-0.007957341,-0.051065914,0.003832551,0.016594542,-0.053870067,0.012038699,-0.010028691,-0.006485338,-0.071112521,0.016308108
0.00355,-0.11015724,0.00576138,-0.007649665,-0.051065914,0.003832551,0.016594542,-0.053870067,0.030131124,-0.010028691,-0.006485338,-0.071112521,0.016308108
0.0036,-0.094156541,0.005882037,-0.007619501,-0.051065914,0.003832551,0.016594542,-0.053870067,0.012038699,-0.010028691,-0.006485338,-0.055488545,0.016308108
0.00365,-0.062155131,0.005375277,-0.007987505,-0.051065914,0.003832551,0.016594542,-0.053870067,0.012038699,-0.010028691,-0.006485338,-0.055488545,0.016308108
0.0037,-0.046154428,0.004379856,-0.008415838,-0.068073854,0.003832551,0.016594542,-0.053870067,0.012038699,0.00644081,-0.006485338,-0.055488545,0.016308108
0.00375,-0.078155838,0.003444762,-0.00865112,-0.068073854,0.003832551,0.033143163,-0.053870067,0.012038699,0.00644081,-0.006485338,-0.055488545,0.016308108
0.0038,-0.094156541,0.003179317,-0.008771776,-0.068073854,0.003832551,0.016594542,-0.069921933,0.012038699,0.00644081,-0.006485338,-0.055488545,0.016308108
0.00385,-0.078155838,0.003698143,-0.008777809,-0.051065914,0.003832551,0.016594542,-0.069921933,0.012038699,0.00644081,-0.006485338,-0.055488545,0.016308108
0.0039,-0.062155131,0.004548776,-0.008494265,-0.051065914,0.003832551,0.016594542,-0.053870067,0.012038699,-0.010028691,-0.006485338,-0.055488545,0.016308108
0.00395,-0.062155131,0.005164127,-0.007987505,-0.051065914,0.003832551,0.016594542,-0.053870067,0.012038699,-0.010028691,-0.006485338,-0.055488545,0.016308108
0.004,-0.094156541,0.005290817,-0.007643632,-0.051065914,0.003832551,0.016594542,-0.053870067,0.012038699,0.00644081,-0.006485338,-0.055488545,0.016308108
0.00405,-0.094156541,0.005013306,-0.007728092,-0.051065914,0.003832551,0.016594542,-0.069921933,0.012038699,0.00644081,-0.006485338,-0.055488545,0.000292682
0.0041,-0.062155131,0.004482414,-0.008053866,-0.068073854,0.003832551,0.033143163,-0.069921933,-0.006053725,0.00644081,-0.006485338,-0.055488545,0.000292682
0.00415,-0.046154428,0.003867063,-0.008186589,-0.068073854,0.003832551,0.033143163,-0.069921933,-0.006053725,0.00644081,-0.006485338,-0.071112521,0.000292682
0.0042,-0.062155131,0.003511124,-0.00791511,-0.068073854,0.003832551,0.016594542,-0.053870067,-0.006053725,0.00644081,-0.006485338,-0.071112521,0.000292682
0.00425,-0.11015724,0.003728307,-0.007426449,-0.051065914,0.003832551,0.016594542,-0.069921933,0.012038699,0.00644081,-0.006485338,-0.071112521,0.016308108
0.0043,-0.12615795,0.004343658,-0.007064478,-0.051065914,0.003832551,0.016594542,-0.069921933,0.012038699,-0.010028691,-0.006485338,-0.055488545,0.016308108
0.00435,-0.078155838,0.004826287,-0.007130839,-0.051065914,0.003832551,0.016594542,-0.069921933,0.012038699,-0.010028691,-0.006485338,-0.055488545,0.016308108
0.0044,-0.046154428,0.004741827,-0.007619501,-0.051065914,0.003832551,0.016594542,-0.053870067,0.030131124,-0.010028691,-0.006485338,-0.055488545,0.000292682
0.00445,-0.046154428,0.00415664,-0.008198655,-0.051065914,0.003832551,0.016594542,-0.053870067,0.012038699,-0.010028691,-0.006485338,-0.055488545,0.000292682
0.0045,-0.078155838,0.003571452,-0.008560627,-0.068073854,0.003832551,0.033143163,-0.053870067,0.012038699,-0.010028691,-0.006485338,-0.055488545,0.000292682
0.00455,-0.11015724,0.003348237,-0.008614922,-0.068073854,0.003832551,0.033143163,-0.069921933,0.012038699,0.00644081,-0.006485338,-0.055488545,0.000292682
0.0046,-0.094156541,0.003499058,-0.008210721,-0.051065914,0.003832551,0.033143163,-0.069921933,0.012038699,0.00644081,-0.006485338,-0.055488545,0.000292682
0.00465,-0.046154428,0.003891194,-0.007317858,-0.051065914,0.003832551,0.016594542,-0.069921933,-0.006053725,0.00644081,-0.006485338,-0.055488545,0.000292682
0.0047,-0.030153725,0.004422085,-0.006443093,-0.051065914,0.003832551,0.016594542,-0.069921933,-0.006053725,0.00644081,-0.006485338,-0.055488545,0.016308108
0.00475,-0.062155131,0.004946944,-0.006322436,-0.051065914,0.003832551,0.016594542,-0.069921933,-0.006053725,0.00644081,-0.006485338,-0.055488545,0.016308108
0.0048,-0.11015724,0.00521239,-0.007161004,-0.068073854,0.003832551,0.016594542,-0.069921933,0.012038699,0.00644081,-0.006485338,-0.055488545,0.016308108
0.00485,-0.12615795,0.00500124,-0.00827105,-0.068073854,0.003832551,0.033143163,-0.069921933,0.012038699,0.00644081,-0.006485338,-0.055488545,0.000292682
0.0049,-0.094156541,0.004361757,-0.008675251,-0.068073854,0.003832551,0.033143163,-0.069921933,0.012038699,0.00644081,-0.006485338,-0.055488545,0.000292682
0.00495,-0.046154428,0.003661945,-0.008084031,-0.051065914,0.020430865,0.033143163,-0.053870067,0.012038699,0.00644081,-0.006485338,-0.055488545,0.016308108
0.005,-0.046154428,0.00335427,-0.007100675,-0.051065914,0.020430865,0.033143163,-0.053870067,0.012038699,0.00644081,-0.006485338,-0.055488545,0.016308108
0.00505,-0.078155838,0.003637814,-0.006424995,-0.051065914,0.020430865,0.016594542,-0.053870067,0.012038699,0.00644081,-0.006485338,-0.055488545,0.016308108
